artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Ulf Wakenius,Logged In,Avery,F,47,Watkins,324.15302,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Good Morning Susie Soho,200,2018-11-15 12:50:26.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
The Kooks,Logged In,Avery,F,48,Watkins,168.72444,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,She Moves In Her Own Way,200,2018-11-15 12:55:50.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
New Radicals,Logged In,Avery,F,49,Watkins,300.82567,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,You Get What You Give,200,2018-11-15 12:58:38.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Wolfmother,Logged In,Avery,F,50,Watkins,333.7922,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Where Eagles Have Been,200,2018-11-15 13:03:38.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
The Shins,Logged In,Avery,F,51,Watkins,225.61914,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Spilt Needles (Album),200,2018-11-15 13:09:11.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Nickel Creek,Logged In,Avery,F,52,Watkins,248.58077000000003,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Reasons Why,200,2018-11-15 13:12:56.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Pigeon John,Logged In,Avery,F,53,Watkins,180.00933999999998,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Crazy,200,2018-11-15 13:17:04.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Eels,Logged In,Avery,F,54,Watkins,211.48689,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Love Of The Loveless,200,2018-11-15 13:20:04.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Harmonia,Logged In,Avery,F,55,Watkins,655.77751,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Sehr kosmisch,200,2018-11-15 13:23:35.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Marina And The Diamonds,Logged In,Avery,F,56,Watkins,182.59546,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Oh No! (album version),200,2018-11-15 13:34:30.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Eminem,Logged In,Avery,F,57,Watkins,284.86485,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,The Real Slim Shady,200,2018-11-15 13:37:32.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Hassisen Kone,Logged In,Avery,F,58,Watkins,162.61178999999998,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,REIPPAINA KÃÂYMME REKKAIN ALLE,200,2018-11-15 13:42:16.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Dwight Yoakam,Logged In,Avery,F,59,Watkins,239.3073,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,You're The One,200,2018-11-15 13:44:58.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Sunlounger,Logged In,Avery,F,60,Watkins,594.15465,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,White Sand,200,2018-11-15 13:48:57.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Youssou N'Dour,Logged In,Avery,F,61,Watkins,238.39302,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Tan bi (Heat_ Breeze_ Tenderness) / Chaleur_ brise_ tendress,200,2018-11-15 13:58:51.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
The Decemberists,Logged In,Avery,F,62,Watkins,209.08363,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Red Right Ankle,200,2018-11-15 14:02:49.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
The Ruts,Logged In,Avery,F,63,Watkins,185.75628,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Savage Circle,200,2018-11-15 14:06:18.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Adrian Legg,Logged In,Avery,F,64,Watkins,122.77506000000001,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,The One-Eyed Turk,200,2018-11-15 14:09:23.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
,Logged In,Avery,F,65,Watkins,,paid,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1540871783796,324,,200,2018-11-15 14:09:25.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Bedrock,Logged In,Avery,F,66,Watkins,664.0322,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Set In Stone,200,2018-11-15 14:11:25.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Prince & The Revolution,Logged In,Kate,F,0,Harrell,280.00608,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Let's Go Crazy (LP Version),200,2018-11-15 14:12:30.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
The Zombies,Logged In,Kate,F,1,Harrell,157.33506,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,She's Coming Home,200,2018-11-15 14:17:10.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Portishead,Logged In,Kate,F,2,Harrell,238.0273,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Numb,200,2018-11-15 14:19:47.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Jack Johnson,Logged In,Avery,F,67,Watkins,212.68853,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Breakdown,200,2018-11-15 14:22:29.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Justice,Logged In,Kate,F,3,Harrell,205.50485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Let There Be Lite (Album Version),200,2018-11-15 14:23:45.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Snow Patrol,Logged In,Avery,F,68,Watkins,223.18975,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Set Down Your Glass,200,2018-11-15 14:26:01.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541016707796,613,,200,2018-11-15 14:26:29.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Lemon Jelly,Logged In,Kate,F,4,Harrell,238.47137999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Nice Weather For Ducks,200,2018-11-15 14:27:10.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
The Lucksmiths,Logged In,Avery,F,69,Watkins,153.70404,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Tale Of Two Cities,200,2018-11-15 14:29:44.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Ben Kweller,Logged In,Kate,F,5,Harrell,188.60363,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Magic,200,2018-11-15 14:31:08.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Fedde le Grand Pres. Flamingo,Logged In,Avery,F,70,Watkins,396.32934,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Take No Shhh (Original Mix),200,2018-11-15 14:32:17.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Rodrigo y Gabriela,Logged In,Kate,F,6,Harrell,233.40363,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,VIKING MAN,200,2018-11-15 14:34:16.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Black Eyed Peas,Logged In,Kate,F,7,Harrell,289.12281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,I Gotta Feeling,200,2018-11-15 14:38:09.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Five Iron Frenzy,Logged In,Avery,F,71,Watkins,236.09423999999999,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Canada,200,2018-11-15 14:38:53.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Creedence Clearwater Revival,Logged In,Ava,F,0,Robinson,164.57098,free,"New Haven-Milford, CT",PUT,NextSong,1540931983796,598,Down On The Corner,200,2018-11-15 14:39:33.796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",50
Kings Of Leon,Logged In,Ava,F,1,Robinson,186.69669,free,"New Haven-Milford, CT",PUT,NextSong,1540931983796,598,Camaro,200,2018-11-15 14:42:17.796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",50
Fireflight,Logged In,Avery,F,72,Watkins,201.16853,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Unbreakable,200,2018-11-15 14:42:49.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Steppenwolf,Logged In,Kate,F,8,Harrell,208.14321999999999,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Born To Be Wild,200,2018-11-15 14:42:58.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
New Found Glory,Logged In,Ava,F,2,Robinson,222.69342000000003,free,"New Haven-Milford, CT",PUT,NextSong,1540931983796,598,the king of wishful thinking,200,2018-11-15 14:45:23.796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",50
,Logged In,Devin,M,0,Larson,,free,"Tampa-St. Petersburg-Clearwater, FL",GET,Home,1541045604796,531,,200,2018-11-15 14:45:59.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,60
The Pussycat Dolls,Logged In,Avery,F,73,Watkins,221.1522,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Elevator,200,2018-11-15 14:46:10.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Eric Clapton,Logged In,Kate,F,9,Harrell,208.48281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Willie And The Hand Jive,200,2018-11-15 14:46:26.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Josh Groban,Logged In,Devin,M,1,Larson,260.70159,free,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1541045604796,531,Little Drummer Boy [featuring guitarist Andy McKee] (Album Version),200,2018-11-15 14:47:23.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,60
The Dresden Dolls,Logged In,Avery,F,74,Watkins,286.40608,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Coin-Operated Boy,200,2018-11-15 14:49:51.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Pixies,Logged In,Kate,F,10,Harrell,229.3024,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Where Is My Mind?,200,2018-11-15 14:49:54.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Creedence Clearwater Revival,Logged In,Devin,M,2,Larson,271.882,free,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1541045604796,531,I Put A Spell On You,200,2018-11-15 14:51:43.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,60
The Smiths,Logged In,Kate,F,11,Harrell,123.01016000000001,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Girlfriend In A Coma,200,2018-11-15 14:53:43.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Danger Doom,Logged In,Avery,F,75,Watkins,187.27138,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,No Names (Black Debbie) (Album Version),200,2018-11-15 14:54:37.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Taylor Swift,Logged In,Kate,F,12,Harrell,233.89995,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Love Story,200,2018-11-15 14:55:46.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Vilma Palma e Vampiros,Logged In,Avery,F,76,Watkins,281.99138,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,La pachanga,200,2018-11-15 14:57:44.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Busta Rhymes feat. Pharrell,Logged In,Kate,F,13,Harrell,220.47302000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Light Your Ass On Fire,200,2018-11-15 14:59:39.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Little People,Logged In,Avery,F,77,Watkins,230.1122,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Above The Clouds,200,2018-11-15 15:02:25.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Dwight Yoakam,Logged In,Kate,F,14,Harrell,239.3073,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,You're The One,200,2018-11-15 15:03:19.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Amy Winehouse,Logged In,Avery,F,78,Watkins,164.85832,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,He Can Only Hold Her,200,2018-11-15 15:06:15.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Ernie K-Doe,Logged In,Kate,F,15,Harrell,160.96608,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Te-Ta-Te-Ta-Ta (2002 Digital Remaster),200,2018-11-15 15:07:18.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Alesana,Logged In,Avery,F,79,Watkins,242.49424,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Congratulations_ I Hate You,200,2018-11-15 15:08:59.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Dwight Yoakam,Logged In,Kate,F,16,Harrell,239.3073,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,You're The One,200,2018-11-15 15:09:58.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Gazpacho,Logged In,Avery,F,80,Watkins,253.51791,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Premonicion,200,2018-11-15 15:13:01.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Black Lips,Logged In,Kate,F,17,Harrell,162.76853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Lock and Key,200,2018-11-15 15:13:57.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Kanye West,Logged In,Kate,F,18,Harrell,311.84934,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Stronger,200,2018-11-15 15:16:39.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Arcade Fire,Logged In,Avery,F,81,Watkins,136.69832,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Neon Bible,200,2018-11-15 15:17:14.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Avery,F,82,Watkins,277.15873,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,2018-11-15 15:19:30.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Fanfarlo,Logged In,Kate,F,19,Harrell,270.78485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,I'm a Pilot,200,2018-11-15 15:21:50.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Crystal Castles,Logged In,Avery,F,83,Watkins,251.08853,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Empathy,200,2018-11-15 15:24:07.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
,Logged In,Avery,F,84,Watkins,,paid,"San Jose-Sunnyvale-Santa Clara, CA",GET,About,1540871783796,324,,200,2018-11-15 15:24:08.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
,Logged In,Avery,F,85,Watkins,,paid,"San Jose-Sunnyvale-Santa Clara, CA",GET,About,1540871783796,324,,200,2018-11-15 15:24:37.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Zeca Baleiro,Logged In,Kate,F,20,Harrell,452.8322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Brigitte Bardot,200,2018-11-15 15:26:20.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Angus & Julia Stone,Logged In,Avery,F,86,Watkins,236.95628,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Just A Boy,200,2018-11-15 15:28:18.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Julian Casablancas,Logged In,Avery,F,87,Watkins,302.47137999999995,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,4 Chords of the Apocalypse,200,2018-11-15 15:32:14.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Fat Joe,Logged In,Kate,F,21,Harrell,241.34485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Safe 2 Say [The Incredible] (Album Version - Amended),200,2018-11-15 15:33:52.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Usher Featuring Lil' Jon & Ludacris,Logged In,Avery,F,88,Watkins,250.38322000000002,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Yeah!,200,2018-11-15 15:37:16.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Pat Benatar,Logged In,Kate,F,22,Harrell,290.37669,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Don't Walk Away,200,2018-11-15 15:37:53.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Fergie,Logged In,Avery,F,89,Watkins,248.39791,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Losing My Ground,200,2018-11-15 15:41:26.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Muse,Logged In,Kate,F,23,Harrell,209.50159,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Supermassive Black Hole (Twilight Soundtrack Version),200,2018-11-15 15:42:43.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Two Door Cinema Club,Logged In,Avery,F,90,Watkins,168.09751,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Undercover Martyn,200,2018-11-15 15:45:34.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Spineshank,Logged In,Kate,F,24,Harrell,167.26158999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Intake (Album Version),200,2018-11-15 15:46:12.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Whitney Houston Duet With Mariah Carey,Logged In,Avery,F,91,Watkins,273.34485,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,When You Believe,200,2018-11-15 15:48:22.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Death Cab for Cutie,Logged In,Kate,F,25,Harrell,488.64608,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Transatlanticism,200,2018-11-15 15:48:59.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Noir DÃÂ©sir,Logged In,Avery,F,92,Watkins,374.77832,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Ces Gens LÃÂ ,200,2018-11-15 15:52:55.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Paramore,Logged In,Kate,F,26,Harrell,243.51302,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Emergency (Album Version),200,2018-11-15 15:57:07.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
My Chemical Romance,Logged In,Avery,F,93,Watkins,188.05506,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Cemetery Drive (Album Version),200,2018-11-15 15:59:09.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Vincent Vincent And The Villains,Logged In,Kate,F,27,Harrell,154.64444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,On My Own,200,2018-11-15 16:01:10.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Phoenix,Logged In,Avery,F,94,Watkins,229.79872999999998,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,Run Run Run,200,2018-11-15 16:02:17.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
Beastie Boys,Logged In,Kate,F,28,Harrell,193.54077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,605,Skills To Pay The Bills,200,2018-11-15 16:03:44.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Natasha Bedingfield,Logged In,Lily,F,0,Burns,216.65913999999998,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796,554,These Words,200,2018-11-15 16:04:40.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Calle 13,Logged In,Avery,F,95,Watkins,239.3073,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540871783796,324,AtrÃÂ©vete te te,200,2018-11-15 16:06:06.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
