"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId","ts"
"Mondo Marcio","Kinsley","F","10","Young","263.60118","paid","Red Bluff, CA","977","Purple Weed","85","1.54359E+12"
"Mae","Chloe","F","28","Cuevas","309.15873","paid","San Francisco-Oakland-Hayward, CA","1096","Someone Else's Arms","49","1.54359E+12"
"Meat Loaf / Jennifer Hudson","Kinsley","F","11","Young","474.01751","paid","Red Bluff, CA","977","The Future Ain't What It Used To Be","85","1.54359E+12"
"Vampire Weekend","Chloe","F","29","Cuevas","137.82159","paid","San Francisco-Oakland-Hayward, CA","1096","A-Punk (Album)","49","1.54359E+12"
"MGMT","Chloe","F","30","Cuevas","264.17587","paid","San Francisco-Oakland-Hayward, CA","1096","Time To Pretend","49","1.54359E+12"
"Federico Aubele","Kinsley","F","12","Young","213.65506","paid","Red Bluff, CA","977","Luna y Sol","85","1.54359E+12"
"Jesse Rose","Chloe","F","31","Cuevas","313.15546","paid","San Francisco-Oakland-Hayward, CA","1096","Touch My Horn","49","1.54359E+12"
"Orion","Kinsley","F","13","Young","292.70159","paid","Red Bluff, CA","977","Eternity","85","1.54359E+12"
"Circa Survive","Chloe","F","32","Cuevas","298.70975","paid","San Francisco-Oakland-Hayward, CA","1096","Dyed in the Wool (Album Version)","49","1.54359E+12"
"Wretch 32_ Vis","Jayden","M","0","Fox","243.35628","free","New Orleans-Metairie, LA","1060","Wretchrospective (feat. Vis)","101","1.54359E+12"
"Simian Mobile Disco","Kinsley","F","18","Young","354.61179","paid","Red Bluff, CA","977","Simple","85","1.54359E+12"
"ErdmÃÂ¶bel","Jayden","M","1","Fox","289.25342","free","New Orleans-Metairie, LA","1060","Riecht wie Teen Spirit (Smells Like Teen Spirit)","101","1.54359E+12"
"Eisbrecher","Chloe","F","33","Cuevas","241.89342","paid","San Francisco-Oakland-Hayward, CA","1096","Adrenalin","49","1.54359E+12"
"Ryan Bingham","Rylan","M","0","George","247.30077","paid","Birmingham-Hoover, AL","1076","Bread & Water","16","1.54359E+12"
"Ashanti","Kinsley","F","19","Young","282.46159","paid","Red Bluff, CA","977","VooDoo","85","1.54359E+12"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Chloe","F","34","Cuevas","277.15873","paid","San Francisco-Oakland-Hayward, CA","1096","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","49","1.54359E+12"
"Clint Eastwood","Jayden","M","2","Fox","65.25342","free","New Orleans-Metairie, LA","1060","Frankie's Office","101","1.54359E+12"
"Charttraxx Karaoke","Jayden","M","3","Fox","225.17506","free","New Orleans-Metairie, LA","1060","Fireflies","101","1.54359E+12"
"Jason Mraz","Rylan","M","1","George","264.69832","paid","Birmingham-Hoover, AL","1076","Summer Breeze","16","1.54359E+12"
"The B-52's","Kinsley","F","20","Young","321.54077","paid","Red Bluff, CA","977","Love Shack","85","1.54359E+12"
"Aventura","Jayden","M","4","Fox","242.1024","free","New Orleans-Metairie, LA","1060","Alexandra","101","1.54359E+12"
"Five Iron Frenzy","Rylan","M","2","George","236.09424","paid","Birmingham-Hoover, AL","1076","Canada","16","1.54359E+12"
"12 Stones","Jayden","M","5","Fox","184.0322","free","New Orleans-Metairie, LA","1060","Anthem For The Underdog","101","1.54359E+12"
"Kings Of Leon","Kinsley","F","21","Young","201.79546","paid","Red Bluff, CA","977","Revelry","85","1.54359E+12"
"Brooklyn Bounce","Rylan","M","3","George","359.13098","paid","Birmingham-Hoover, AL","1076","Get Ready To Bounce Recall 08","16","1.54359E+12"
"Dashboard Confessional","Kinsley","F","22","Young","147.30404","paid","Red Bluff, CA","977","The Good Fight","85","1.54359E+12"
"Lonnie Johnson","Kinsley","F","23","Young","194.55955","paid","Red Bluff, CA","977","Low Land Moan","85","1.54359E+12"
"Leggo Beast","Mohammad","M","2","Rodriguez","376.58077","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","In","88","1.54359E+12"
"The Pussycat Dolls","Rylan","M","4","George","190.95465","paid","Birmingham-Hoover, AL","1076","Sway","16","1.54359E+12"
"Stereophonics","Kinsley","F","24","Young","290.53342","paid","Red Bluff, CA","977","I Miss You Now","85","1.54359E+12"
"The Beautiful South","Rylan","M","5","George","236.5122","paid","Birmingham-Hoover, AL","1076","Masculine Eclipse","16","1.54359E+12"
"The Acacia Strain","Mohammad","M","3","Rodriguez","194.21995","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","As If Set Afire","88","1.54359E+12"
"ATB","Kinsley","F","25","Young","251.48036","paid","Red Bluff, CA","977","Underwater World","85","1.54359E+12"
"The Robert Cray Band","Rylan","M","6","George","309.52444","paid","Birmingham-Hoover, AL","1076","Our Last Time","16","1.54359E+12"
"Enigma","Mohammad","M","4","Rodriguez","242.78159","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","T.N.T. For The Brain (112 Bpm) (Radio Edit)","88","1.54359E+12"
"Amon Amarth","Kinsley","F","26","Young","268.2771","paid","Red Bluff, CA","977","Tattered Banners And Bloody Flags","85","1.54359E+12"
"We Are Scientists","Rylan","M","7","George","198.89587","paid","Birmingham-Hoover, AL","1076","The Great Escape (Album Version) (Explicit)","16","1.54359E+12"
"Roberto Murolo","Matthew","M","0","Jones","188.02893","paid","Janesville-Beloit, WI","1100","Lacreme napulitane","36","1.54359E+12"
"Ashlee Simpson","Mohammad","M","5","Rodriguez","214.43873","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","Autobiography","88","1.54359E+12"
"Metallica","Kinsley","F","27","Young","152.60689","paid","Red Bluff, CA","977","The Ecstasy Of Gold","85","1.54359E+12"
"3 Doors Down","Rylan","M","8","George","233.74322","paid","Birmingham-Hoover, AL","1076","Kryptonite","16","1.54359E+12"
"Hazell Dean","Matthew","M","1","Jones","367.98649","paid","Janesville-Beloit, WI","1100","No Fool (For Love)","36","1.54359E+12"
"Apocalyptica","Kinsley","F","28","Young","262.5824","paid","Red Bluff, CA","977","Pray","85","1.54359E+12"
"Jack Johnson","Rylan","M","9","George","236.93016","paid","Birmingham-Hoover, AL","1076","Bubble Toes","16","1.54359E+12"
"Cage The Elephant","Kinsley","F","29","Young","196.38812","paid","Red Bluff, CA","977","Lotus","85","1.54359E+12"
"Taylor Swift","Matthew","M","2","Jones","230.47791","paid","Janesville-Beloit, WI","1100","You Belong With Me","36","1.54359E+12"
"Soul For Real","Rylan","M","10","George","271.25506","paid","Birmingham-Hoover, AL","1076","Candy Rain","16","1.54359E+12"
"The Prodigy","Kinsley","F","30","Young","225.09669","paid","Red Bluff, CA","977","Firestarter","85","1.54359E+12"
"Amy Winehouse","Matthew","M","3","Jones","165.11955","paid","Janesville-Beloit, WI","1100","Addicted","36","1.54359E+12"
"Iron Maiden","Rylan","M","11","George","275.19955","paid","Birmingham-Hoover, AL","1076","The Evil That Men Do (1998 Digital Remaster)","16","1.54359E+12"
"David Crowder*Band","Kinsley","F","31","Young","276.74077","paid","Red Bluff, CA","977","All Around Me","85","1.54359E+12"
"The Cinematic Orchestra","Rylan","M","12","George","622.2624","paid","Birmingham-Hoover, AL","1076","Everyday","16","1.54359E+12"
"Three 6 Mafia vs. TiÃÂ«sto with Sean Kingston and Flo Rida","Kinsley","F","32","Young","241.05751","paid","Red Bluff, CA","977","Feel It","85","1.54359E+12"
"Sugababes","Kinsley","F","33","Young","275.93098","paid","Red Bluff, CA","977","Overload","85","1.54359E+12"
"Gyptian","Rylan","M","13","George","233.09016","paid","Birmingham-Hoover, AL","1076","Hold You","16","1.54359E+12"
"Zion / Akon","Rylan","M","14","George","233.19465","paid","Birmingham-Hoover, AL","1076","The Way She Moves","16","1.54359E+12"
"Transvision Vamp","Rylan","M","15","George","209.91955","paid","Birmingham-Hoover, AL","1076","I Want Your Love","16","1.54359E+12"
"Ry Cooder","Chloe","F","37","Cuevas","201.56036","paid","San Francisco-Oakland-Hayward, CA","1096","Corrido de Boxeo","49","1.54359E+12"
"The Pussycat Dolls","Rylan","M","16","George","245.18485","paid","Birmingham-Hoover, AL","1076","When I Grow Up","16","1.54359E+12"
"Coldplay","Chloe","F","38","Cuevas","268.30322","paid","San Francisco-Oakland-Hayward, CA","1096","Yellow","49","1.54359E+12"
"Forever The Sickest Kids","Rylan","M","17","George","169.482","paid","Birmingham-Hoover, AL","1076","She Likes (Bittersweet Love)","16","1.54359E+12"
"Lil Wayne / Blaque / Mannie Fresh","Chloe","F","39","Cuevas","255.34649","paid","San Francisco-Oakland-Hayward, CA","1096","Believe That","49","1.54359E+12"
"Dragonforce","Rylan","M","18","George","441.02485","paid","Birmingham-Hoover, AL","1076","Through The Fire And Flames (Album Version)","16","1.54359E+12"
"Jason Mraz & Colbie Caillat","Chloe","F","40","Cuevas","189.6224","paid","San Francisco-Oakland-Hayward, CA","1096","Lucky (Album Version)","49","1.54359E+12"
"Pixies","Chloe","F","41","Cuevas","181.13261","paid","San Francisco-Oakland-Hayward, CA","1096","Is She Weird","49","1.54359E+12"
"Eminem","Rylan","M","19","George","251.55873","paid","Birmingham-Hoover, AL","1076","Without Me","16","1.54359E+12"
"Buju Banton","Chloe","F","42","Cuevas","232.48934","paid","San Francisco-Oakland-Hayward, CA","1096","Cry No More","49","1.54359E+12"
"Cage The Elephant","Rylan","M","20","George","196.38812","paid","Birmingham-Hoover, AL","1076","Lotus","16","1.54359E+12"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Chloe","F","43","Cuevas","277.15873","paid","San Francisco-Oakland-Hayward, CA","1096","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","49","1.54359E+12"
"Ste Strausz","Rylan","M","21","George","285.36118","paid","Birmingham-Hoover, AL","1076","Le Million","16","1.54359E+12"
"Coldplay","Chloe","F","44","Cuevas","228.62322","paid","San Francisco-Oakland-Hayward, CA","1096","Only Superstition","49","1.54359E+12"
"Joe Christmas","Chloe","F","0","Roth","185.7824","free","Indianapolis-Carmel-Anderson, IN","1059","Bedroom Suite","78","1.54359E+12"
"Bright Eyes","Rylan","M","22","George","313.23383","paid","Birmingham-Hoover, AL","1076","A New Arrangement","16","1.54359E+12"
"Paramore","Chloe","F","1","Roth","267.65016","free","Indianapolis-Carmel-Anderson, IN","1059","The Only Exception (Album Version)","78","1.54359E+12"
"J. Karjalainen & Mustat Lasit","Chloe","F","45","Cuevas","336.74404","paid","San Francisco-Oakland-Hayward, CA","1096","Sinisten tÃÂ¤htien alla","49","1.54359E+12"
"Philip Glass","Rylan","M","23","George","368.40444","paid","Birmingham-Hoover, AL","1076","Knee 2","16","1.5436E+12"
"Alliance Ethnik","Chloe","F","46","Cuevas","195.94404","paid","San Francisco-Oakland-Hayward, CA","1096","SinceritÃÂ© Et Jalousie","49","1.5436E+12"
"Mew","Rylan","M","24","George","167.75791","paid","Birmingham-Hoover, AL","1076","Her Voice Is Beyond Her Years","16","1.5436E+12"
"Ive Mendes","Rylan","M","25","George","238.94159","paid","Birmingham-Hoover, AL","1076","If You Leave Me Now","16","1.5436E+12"
"Alliance Ethnik","Bronson","M","1","Harris","195.94404","free","Eugene, OR","1026","SinceritÃÂ© Et Jalousie","33","1.5436E+12"
"the bird and the bee","Rylan","M","26","George","193.802","paid","Birmingham-Hoover, AL","1076","Diamond Dave","16","1.5436E+12"
"Common / Sadat X","Bronson","M","2","Harris","256.20853","free","Eugene, OR","1026","1999","33","1.5436E+12"
"Alanis Morissette","Rylan","M","27","George","245.15873","paid","Birmingham-Hoover, AL","1076","King Of Pain (Live/Unplugged Version)","16","1.5436E+12"
"Skillet","Bronson","M","7","Harris","233.32526","free","Eugene, OR","1026","Rebirthing (Album Version)","33","1.5436E+12"
"James Galway;Julian Lee","Rylan","M","28","George","218.67057","paid","Birmingham-Hoover, AL","1076","Beauty and the Beast","16","1.5436E+12"
"Drop Dead_ Gorgeous","Rylan","M","29","George","156.70812","paid","Birmingham-Hoover, AL","1076","Dressed For Friend Requests (Album Version)","16","1.5436E+12"
"Dwight Yoakam","Rylan","M","30","George","239.3073","paid","Birmingham-Hoover, AL","1076","You're The One","16","1.5436E+12"
"Trouble","Rylan","M","31","George","205.11302","paid","Birmingham-Hoover, AL","1076","Tuesday's Child","16","1.5436E+12"
"OneRepublic","Rylan","M","33","George","237.97506","paid","Birmingham-Hoover, AL","1076","All The Right Moves","16","1.5436E+12"
"Switchblade Symphony","Rylan","M","34","George","259.5522","paid","Birmingham-Hoover, AL","1076","Wicked","16","1.5436E+12"
"Sharooz","Rylan","M","35","George","234.05669","paid","Birmingham-Hoover, AL","1076","My Distressor 40Khz ReRub Mix","16","1.5436E+12"
"Explosions In The Sky","Rylan","M","36","George","522.9971","paid","Birmingham-Hoover, AL","1076","Six Days At The Bottom Of The Ocean","16","1.5436E+12"
"Emmylou Harris","Chloe","F","1","Cuevas","194.63791","paid","San Francisco-Oakland-Hayward, CA","1114","Little Bird","49","1.5436E+12"
"Jack Johnson","Chloe","F","2","Cuevas","153.67791","paid","San Francisco-Oakland-Hayward, CA","1114","The Horizon Has Been Defeated","49","1.5436E+12"
"Radiohead","Rylan","M","37","George","249.93914","paid","Birmingham-Hoover, AL","1076","Everything In Its Right Place","16","1.5436E+12"
"Andrew Bird","Chloe","F","3","Cuevas","215.87546","paid","San Francisco-Oakland-Hayward, CA","1114","Heretics","49","1.5436E+12"
"Metallica","Rylan","M","38","George","380.21179","paid","Birmingham-Hoover, AL","1076","Sabbra Cadabra","16","1.5436E+12"
"Lonnie Gordon","Chloe","F","4","Cuevas","181.21098","paid","San Francisco-Oakland-Hayward, CA","1114","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","49","1.5436E+12"
"Dropkick Murphys","Chloe","F","5","Cuevas","167.73179","paid","San Francisco-Oakland-Hayward, CA","1114","Shattered","49","1.5436E+12"
"Eric B. & Rakim","Rylan","M","39","George","240.32608","paid","Birmingham-Hoover, AL","1076","As The Rhyme Goes On","16","1.5436E+12"
"Dierks Bentley","Chloe","F","6","Cuevas","223.242","paid","San Francisco-Oakland-Hayward, CA","1114","Settle For A Slowdown","49","1.5436E+12"
"Regina Spektor","Rylan","M","40","George","290.14159","paid","Birmingham-Hoover, AL","1076","Daniel Cowman","16","1.5436E+12"
"Angelspit","Chloe","F","7","Cuevas","241.94567","paid","San Francisco-Oakland-Hayward, CA","1114","Make You Sin","49","1.5436E+12"
"Young Gunz / Beanie Sigel","Chloe","F","8","Cuevas","292.44036","paid","San Francisco-Oakland-Hayward, CA","1114","Roc U","49","1.5436E+12"
"DJ Dizzy","Rylan","M","41","George","221.1522","paid","Birmingham-Hoover, AL","1076","Sexy Bitch","16","1.5436E+12"
"Base Ball Bear","Rylan","M","42","George","255.60771","paid","Birmingham-Hoover, AL","1076","Sayonara-Nostalgia","16","1.5436E+12"
"Morcheeba","Chloe","F","9","Cuevas","101.95546","paid","San Francisco-Oakland-Hayward, CA","1114","In The Hands Of The Gods (Featuring Biz Markie)","49","1.5436E+12"
"Bitter:Sweet","Chloe","F","10","Cuevas","194.16771","paid","San Francisco-Oakland-Hayward, CA","1114","Don't Forget To Breathe","49","1.5436E+12"
"Basshunter Feat. DJ Mental Theos Bazzheadz","Rylan","M","43","George","152.65914","paid","Birmingham-Hoover, AL","1076","Now You're Gone","16","1.5436E+12"
"BjÃÂ¶rk","Chloe","F","11","Cuevas","348.57751","paid","San Francisco-Oakland-Hayward, CA","1114","Undo","49","1.5436E+12"
"Rihanna","Rylan","M","44","George","239.75138","paid","Birmingham-Hoover, AL","1076","G4L","16","1.5436E+12"
"Evanescence","Rylan","M","45","George","220.3424","paid","Birmingham-Hoover, AL","1076","Hello","16","1.5436E+12"
"Mr. Vegas","Chloe","F","12","Cuevas","240.69179","paid","San Francisco-Oakland-Hayward, CA","1114","Tamale","49","1.5436E+12"
"Mischa Daniels","Rylan","M","46","George","419.81342","paid","Birmingham-Hoover, AL","1076","Another Place","16","1.5436E+12"
"The Menzingers","Chloe","F","13","Cuevas","276.00934","paid","San Francisco-Oakland-Hayward, CA","1114","Straight To Hell","49","1.5436E+12"
"Justin Timberlake","Chloe","F","14","Cuevas","288.93995","paid","San Francisco-Oakland-Hayward, CA","1114","Cry Me A River","49","1.5436E+12"
"Vilma Palma e Vampiros","Rylan","M","47","George","338.18077","paid","Birmingham-Hoover, AL","1076","Un Camino Hasta Vos","16","1.5436E+12"
"CCCP - Fedeli Alla Linea","Chloe","F","15","Cuevas","329.66485","paid","San Francisco-Oakland-Hayward, CA","1114","Sura (2008 Digital Remaster)","49","1.5436E+12"
"Kid Cudi / MGMT / Ratatat","Rylan","M","48","George","295.67955","paid","Birmingham-Hoover, AL","1076","Pursuit Of Happiness (nightmare)","16","1.5436E+12"
"Drake / Kanye West / Lil Wayne / Eminem","Chloe","F","16","Cuevas","357.66812","paid","San Francisco-Oakland-Hayward, CA","1114","Forever","49","1.5436E+12"
"A Day To Remember","Rylan","M","49","George","247.64036","paid","Birmingham-Hoover, AL","1076","Homesick [Acoustic]","16","1.5436E+12"
"T.I.","Jayden","M","0","Bell","299.75465","free","Dallas-Fort Worth-Arlington, TX","1085","Dead And Gone [feat. Justin Timberlake] (Explicit Album Version)","91","1.5436E+12"
"The Offspring","Rylan","M","50","George","163.3171","paid","Birmingham-Hoover, AL","1076","It'll Be a Long Time (Album Version)","16","1.5436E+12"
"Jorge Gonzalez","Chloe","F","17","Cuevas","272.14322","paid","San Francisco-Oakland-Hayward, CA","1114","Esta Es Para Hacerte FÃÂ©liz","49","1.5436E+12"
"Sneaker Pimps","Jayden","M","1","Bell","260.91057","free","Dallas-Fort Worth-Arlington, TX","1085","Spin Spin Sugar","91","1.5436E+12"
"Escape The Fate","Rylan","M","51","George","266.73587","paid","Birmingham-Hoover, AL","1076","This War Is Ours (The Guillotine II)","16","1.5436E+12"
"Juanes","Chloe","F","18","Cuevas","243.27791","paid","San Francisco-Oakland-Hayward, CA","1114","La Vida Es Un Ratico","49","1.5436E+12"
"The Replacements","Rylan","M","52","George","170.57914","paid","Birmingham-Hoover, AL","1076","Never Mind","16","1.5436E+12"
"Sarah McLachlan","Chloe","F","19","Cuevas","278.90893","paid","San Francisco-Oakland-Hayward, CA","1114","Possession","49","1.5436E+12"
"Sonny Boy Williamson","Rylan","M","53","George","152.24118","paid","Birmingham-Hoover, AL","1076","Don't Start Me Talkin'","16","1.5436E+12"
"Soul II Soul Featuring Caron Wheeler","Rylan","M","54","George","225.2273","paid","Birmingham-Hoover, AL","1076","Back To Life (However Do You Want Me) (2003 Digital Remaster) (Feat. Caron Wheeler)","16","1.5436E+12"
"Florence + The Machine","Chloe","F","20","Cuevas","219.66322","paid","San Francisco-Oakland-Hayward, CA","1114","Dog Days Are Over (Radio Edit)","49","1.5436E+12"
"Pantera","Rylan","M","55","George","286.69342","paid","Birmingham-Hoover, AL","1076","Heresy  (LP Version)","16","1.5436E+12"
"Cold","Chloe","F","21","Cuevas","177.76281","paid","San Francisco-Oakland-Hayward, CA","1114","Remedy","49","1.5436E+12"
"Norther","Chloe","F","22","Cuevas","246.54322","paid","San Francisco-Oakland-Hayward, CA","1114","Frozen Angel","49","1.5436E+12"
"Foo Fighters","Rylan","M","57","George","271.38567","paid","Birmingham-Hoover, AL","1076","The Pretender","16","1.5436E+12"
"Timbiriche","Rylan","M","58","George","202.60526","paid","Birmingham-Hoover, AL","1076","Besos De Ceniza","16","1.5436E+12"
"A Perfect Circle","Rylan","M","59","George","206.05342","paid","Birmingham-Hoover, AL","1076","Rose","16","1.5436E+12"
"Anberlin","Rylan","M","60","George","348.682","paid","Birmingham-Hoover, AL","1076","The Haunting","16","1.5436E+12"
"Deas Vail","Elijah","M","0","Davis","237.68771","free","Detroit-Warren-Dearborn, MI","985","Anything You Say (Unreleased Version)","5","1.54361E+12"
"Pavement","Sylvie","F","0","Cruz","99.16036","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","345","Mercy:The Laundromat","10","1.54199E+12"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Celeste","F","1","Williams","277.15873","free","Klamath Falls, OR","438","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","53","1.54199E+12"
"Gary Allan","Celeste","F","2","Williams","211.22567","free","Klamath Falls, OR","438","Nothing On But The Radio","53","1.54199E+12"
"Charttraxx Karaoke","Celeste","F","3","Williams","225.17506","free","Klamath Falls, OR","438","Fireflies","53","1.54199E+12"
"The Libertines","Jacqueline","F","1","Lynch","179.53914","paid","Atlanta-Sandy Springs-Roswell, GA","389","The Good Old Days","29","1.54199E+12"
"Huey Lewis And The News","Jacqueline","F","2","Lynch","245.52444","paid","Atlanta-Sandy Springs-Roswell, GA","389","Hip To Be Square","29","1.54199E+12"
"JOSEF LOCKE & ORCHESTRA","Jacqueline","F","3","Lynch","166.26893","paid","Atlanta-Sandy Springs-Roswell, GA","389","How Can You Buy Killarney (1992 Digital Remaster)","29","1.54199E+12"
"Train","Jacqueline","F","4","Lynch","216.76363","paid","Atlanta-Sandy Springs-Roswell, GA","389","Hey_ Soul Sister","29","1.54199E+12"
"Blind Pilot","Jacqueline","F","5","Lynch","156.94322","paid","Atlanta-Sandy Springs-Roswell, GA","389","I Buried a Bone","29","1.54199E+12"
"Anjulie","Jacqueline","F","6","Lynch","194.63791","paid","Atlanta-Sandy Springs-Roswell, GA","389","Boom","29","1.54199E+12"
"59 Times the Pain","Jordan","F","0","Rodriguez","144.95302","free","Los Angeles-Long Beach-Anaheim, CA","136","Found Home","68","1.54199E+12"
"Pork Dukes","Noah","M","0","Chavez","133.04118","free","Ogden-Clearfield, UT","262","Bend & Flush","94","1.542E+12"
"Plan B","Adler","M","1","Barrera","254.95465","free","New York-Newark-Jersey City, NY-NJ-PA","428","Traded In My Cigarettes","100","1.54201E+12"
"Rell featuring Dert_ Killa Klump_ Silence","Adler","M","2","Barrera","223.97342","free","New York-Newark-Jersey City, NY-NJ-PA","428","Talk Is Drastik","100","1.54201E+12"
"K-OS","Adler","M","3","Barrera","211.33016","free","New York-Newark-Jersey City, NY-NJ-PA","428","EMCEE Murdah","100","1.54201E+12"
"Vanessa Carlton","Adler","M","4","Barrera","272.40444","free","New York-Newark-Jersey City, NY-NJ-PA","428","Come Undone","100","1.54201E+12"
"Camila","Emily","F","0","Benson","280.34567","paid","Augusta-Richmond County, GA-SC","377","De Mi","58","1.54201E+12"
"Buju Banton","Emily","F","1","Benson","232.48934","paid","Augusta-Richmond County, GA-SC","377","Cry No More","58","1.54201E+12"
"Feist","Evelin","F","0","Ayala","184.94649","free","Milwaukee-Waukesha-West Allis, WI","318","My Moon My Man","34","1.54202E+12"
"Kings Of Leon","Chloe","F","1","Cuevas","201.79546","free","San Francisco-Oakland-Hayward, CA","490","Revelry","49","1.54202E+12"
"Beck","Aiden","M","0","Hess","228.80608","free","La Crosse-Onalaska, WI-MN","344","Lost Cause","86","1.54202E+12"
"Big Walter Horton's Blues Harp Band","Aiden","M","1","Hess","210.78159","free","La Crosse-Onalaska, WI-MN","344","Rockin' My Boogie","86","1.54202E+12"
"Supervielle","Aiden","M","2","Hess","263.83628","free","La Crosse-Onalaska, WI-MN","344","332","86","1.54202E+12"
"Bryan Adams","Samuel","M","0","Gonzalez","254.79791","free","Houston-The Woodlands-Sugar Land, TX","454","Cloud Number Nine","61","1.54202E+12"
"Slipknot","Aiden","M","3","Hess","259.44771","free","La Crosse-Onalaska, WI-MN","344","Eyeless (Live version) (Album Version)","86","1.54202E+12"
"The Black Keys","Aiden","M","4","Hess","139.51955","free","La Crosse-Onalaska, WI-MN","344","I'll Be Your Man","86","1.54202E+12"
"Shinedown","Jordan","F","0","Hicks","233.97832","free","Salinas, CA","449","Sound Of Madness (Album Version)","37","1.54202E+12"
"Devin Townsend","Kevin","M","0","Arellano","576.33914","free","Harrisburg-Carlisle, PA","450","Earth Day","66","1.54202E+12"
"Stray Cats","Ryan","M","0","Smith","243.77424","free","San Jose-Sunnyvale-Santa Clara, CA","491","Jeanie Jeanie Jeanie","26","1.54202E+12"
"Dwight Yoakam","Ryan","M","1","Smith","239.3073","free","San Jose-Sunnyvale-Santa Clara, CA","491","You're The One","26","1.54202E+12"
"Talking Heads","Kevin","M","6","Arellano","259.02975","free","Harrisburg-Carlisle, PA","450","Road To Nowhere (Remastered LP Version )","66","1.54202E+12"
"Guns N' Roses","Kevin","M","7","Arellano","406.17751","free","Harrisburg-Carlisle, PA","450","Paradise City","66","1.54202E+12"
"Lily Allen","Maia","F","0","Burke","195.13424","free","Houston-The Woodlands-Sugar Land, TX","316","Smile (Explicit Version)","51","1.54203E+12"
"LCD Soundsystem","Maia","F","1","Burke","201.56036","free","Houston-The Woodlands-Sugar Land, TX","316","Daft Punk Is Playing At My House","51","1.54203E+12"
"Tiefschwarz","Maia","F","2","Burke","455.78404","free","Houston-The Woodlands-Sugar Land, TX","316","Wait & See (Gucci Soundsystem Remix)","51","1.54203E+12"
"Buckcherry","Lily","F","0","Burns","263.36608","free","New York-Newark-Jersey City, NY-NJ-PA","489","Everything (Album Version)","32","1.54203E+12"
"The Get Up Kids","Maia","F","3","Burke","205.26975","free","Houston-The Woodlands-Sugar Land, TX","316","Forgive and Forget","51","1.54203E+12"
"Neko Case","Lily","F","1","Burns","151.01342","free","New York-Newark-Jersey City, NY-NJ-PA","489","People Got A Lotta Nerve","32","1.54203E+12"
"Outkast Featuring Killer Mike","Maia","F","4","Burke","295.33995","free","Houston-The Woodlands-Sugar Land, TX","316","The Whole World","51","1.54203E+12"
"Does It Offend You_ Yeah?","Lily","F","2","Burns","220.57751","free","New York-Newark-Jersey City, NY-NJ-PA","489","Doomed Now","32","1.54203E+12"
"Eminem","Maia","F","5","Burke","268.5122","free","Houston-The Woodlands-Sugar Land, TX","316","My Name Is","51","1.54203E+12"
"Kabosh","Lily","F","3","Burns","242.41587","free","New York-Newark-Jersey City, NY-NJ-PA","489","Little Pills","32","1.54203E+12"
"Enigma","Maia","F","6","Burke","141.5571","free","Houston-The Woodlands-Sugar Land, TX","316","The Voice Of Enigma","51","1.54203E+12"
"Jason Mraz","Lily","F","4","Burns","226.53342","free","New York-Newark-Jersey City, NY-NJ-PA","489","After An Afternoon (Eagles Ballroom Live Version)","32","1.54203E+12"
"The Black Keys","Samuel","M","1","Gonzalez","234.26567","free","Houston-The Woodlands-Sugar Land, TX","497","The Desperate Man","61","1.54204E+12"
"Mayday Parade","Samuel","M","2","Gonzalez","290.79465","free","Houston-The Woodlands-Sugar Land, TX","497","Three Cheers for Five Years (Acoustic)","61","1.54204E+12"
"Sam Cooke","Samuel","M","3","Gonzalez","122.04363","free","Houston-The Woodlands-Sugar Land, TX","497","Ain't Misbehavin","61","1.54204E+12"
"Enrique Iglesias","Chloe","F","2","Cuevas","241.42322","free","San Francisco-Oakland-Hayward, CA","496","Tired Of Being Sorry","49","1.54204E+12"
"Plain White T's","Kate","F","2","Harrell","232.202","paid","Lansing-East Lansing, MI","374","Hey There Delilah","97","1.54204E+12"
"The Brecker Brothers","Lily","F","1","Burns","217.5473","free","New York-Newark-Jersey City, NY-NJ-PA","503","East River","32","1.54204E+12"
"Buckcherry","Chloe","F","3","Cuevas","226.14159","free","San Francisco-Oakland-Hayward, CA","496","Sorry (Album Version)","49","1.54204E+12"
"Dayglo Abortions","Kate","F","3","Harrell","142.78485","paid","Lansing-East Lansing, MI","374","Courage In A Can","97","1.54204E+12"
"The Herbaliser","Kate","F","4","Harrell","273.8673","paid","Lansing-East Lansing, MI","374","Sensual Woman","97","1.54204E+12"
"Toni Braxton","Kate","F","5","Harrell","268.45995","paid","Lansing-East Lansing, MI","374","Un-Break My Heart","97","1.54204E+12"
"Shania Twain","Kate","F","6","Harrell","250.51383","paid","Lansing-East Lansing, MI","374","Nah!","97","1.54204E+12"
